"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"SECONDARY","Secondary","Secondaire","次要","サブ","2차적인","次要","Вторичное","Drugorzędne","Secundaria","Secundário","Sekundär","İkincil","Secondario"
"PICKUP_RANGE","% Pickup Range","% Portée d’attraction","%拾取范围","ピックアップ範囲(%)","% 획득 범위","%撿拾範圍","% дальности сбора","% zasięgu podnoszenia","% de alcance de recogida","% de alcance de coleta","% Sammelreichweite","% Toplama Menzili","% di raggio di raccolta"
"CONSUMABLE_HEAL","Consumable Heal","Soin des consommables","消耗性治疗","消費アイテムの回復量","소모품 치료","消耗品治癒","Потребляемое лечение","Znajdźka lecząca","Curación consumible","Cura consumível","Heilung durch Verbrauchsgegenstände","Tüketilebilirlerle Yenilenen Sağlık","PS dai consumabili"
"BURNING_COOLDOWN_REDUCTION","% Burning Speed","% Rapidité des brûlures","%燃烧速度","炎上ダメージ発生間隔短縮率(%)","% 화상 속도","%燃燒速度","% скорости горения","% szybkości płonięcia","% de vel. de quemadura","% de velocidade de queimadura","% Brandtempo","% Yanma Hızı","% di velocità delle bruciature"
"BURNING_SPREAD","Burning Spread","Propagation des brûlures","燃烧蔓延 ","炎上の伝播数","화상 속도","燃燒蔓延","Распространение огня","Szybkość płonięcia","Propagación de quemadura","Espalhamento de queimadura","Brandreichweite","Yanma Yayılması","Propagazione delle bruciature"
"CHANCE_DOUBLE_GOLD","% Double Material Chance","% Chance de matériaux doubles","%几率获得双倍材料","拾得マテリアル倍化確率(%)","% 재료 두배 확률","%雙倍素材機率","% шанса удвоения материалов","% szans na podwójne materiały","% de prob. de materiales x2","% de chance de dobrar materiais","% auf doppelte Materialien","% İki Katı Malzeme Düşme Olasılığı","% di prob. raddoppio materiali"
"CHANCE_HEAL_ON_GOLD","% Materials Healing","% Soin des matériaux","%材料治疗","マテリアル収拾時回復率(%)","% 재료 치료","%素材治療","% шанса лечения материалами","% szans na uleczenie przy podniesieniu materiałów","% de curación de materiales","% de materiais de cura","% Materialheilung","% Malzemenin Sağlık Yenilemesi","% di prob. salute dai materiali"
"ITEM_BOX_GOLD","Materials in crates","Matériaux dans les caisses","箱子里的材料","宝箱からのマテリアル獲得量","상자 안의 재료","木箱裡的素材","Материалы в ящиках","Materiały w skrzyniach","Materiales en cajas","Materiais em caixas","Materialien in Kisten","Sandıktaki malzeme sayısı","Materiali nelle casse"
"TREES","Trees","Arbres","树木","樹木","나무","樹木","Деревья","Drzewa","Árboles","Árvores","Bäume","Ağaçlar","Alberi"
"FREE_REROLLS","Free Rerolls","Randomisations gratuites","免费刷新","無料リロール","무료 초기화","免費重骰","Бесплатные замены","Darmowe przerzucenia","Repeticiones gratis","Renovações grátis","Gratis neu würfeln","Ücretsiz Yenileme","Cambi gratuiti"
"PCT_NUMBER_OF_ENEMIES","% Enemies","% Ennemis","%敌人","敵の出現量(%)","% 적","%敵人","% врагов","% wrogów","% de enemigos","% de inimigos","% Gegner","% Düşman","% di nemici"
"PCT_ENEMY_SPEED","% Enemy Speed","% Vitesse des Ennemis","%敌人速度","敵の移動速度(%)","% 적 속도","%敵人速度","% скорости врагов","% szybkości wroga","% de vel. de enemigos","% de velocidade dos inimigos","% Gegnertempo","% Düşman Hızı","% velocità nemici"
"DAMAGE_DEALT","Damage dealt: {0}","Dégâts infligés : {0}","造成的伤害：{0}","与えたダメージ：{0}","가한 대미지: {0}","造成的傷害：{0}","Нанесено урона: {0}","Zadane obrażenia: {0}","Daño causado: {0}","Dano causado: {0}","Zugefügter Schaden: {0}","Verilen hasar: {0}","Danni inflitti: {0}"
"STATS_GAINED","Stats gained: {0}","Statistiques gagnées : {0}","已获得属性：{0}","獲得したステータス：{0}","획득한 능력치: {0}","獲得的數值：{0}","Получено показателей: {0}","Zyskane statystyki: {0}","Estadísticas obtenidas: {0}","Atributos ganhos: {0}","Erhaltene Werte: {0}","Kazanılan istatistik: {0}","Parametri ottenuti: {0}"
"MATERIALS_SAVED","Materials saved: {0}","Matériaux économisés : {0}","已节省的材料：{0}","節約したマテリアル：{0}","저장한 재료: {0}","保存的素材：{0}","Сэкономлено материалов: {0}","Zachowane materiały: {0}","Materiales recuperados: {0}","Materiais economizados: {0}","Gesicherte Materialien: {0}","Biriken malzemeler: {0}","Materiali risparmiati: {0}"
"MATERIALS_GAINED","Materials gained: {0}","Matériaux gagnés : {0}","已获得的材料：{0}","獲得したマテリアル：{0}","얻은 재료: {0}","獲得的素材：{0}","Получено материалов: {0}","Zyskane materiały: {0}","Materiales obtenidos: {0}","Materiais ganhos: {0}","Erhaltene Materialien: {0}","Kazanılan malzemeler: {0}","Materiali ottenuti: {0}"
"HEALTH_RECOVERED","HP recovered: {0}","PV récupérés : {0}","已恢复的生命值：{0}","回復したHP：{0}","회복한 HP: {0}","HP恢復：{0}","Восстановлено ОЗ: {0}","Odzyskane PZ: {0}","PS recuperados: {0}","PV recuperados: {0}","Wiederhergestellte HP: {0}","Yenilenen sağlık: {0}","PS recuperati: {0}"
"TREES_SPAWNED","Trees spawned: {0}","Arbres apparus : {0}","已产出的树木：{0}","出現した樹木：{0}","생성된 나무: {0}","生成出樹木：{0}","Появилось деревьев: {0}","Stworzone drzewa: {0}","Árboles generados: {0}","Árvores geradas: {0}","Gespawnte Bäume: {0}","Ortaya çıkan ağaçlar: {0}","Alberi comparsi: {0}"
"CURRENT_LEVEL","Current Level","Niveau actuel","目前等级","現在のレベル","현재 레벨","目前的關卡","Текущий уровень","Aktualny poziom","Nivel actual","Nível atual","Aktuelles Level","Mevcut Seviye","Livello attuale"
"MENU_OPTIMIZE_END_WAVES","Optimize end of waves","Optimiser les fins de vague","敌袭结束优化","ウェーブ終了時の処理を最適化","웨이브의 끝 최적화","改善敵襲結束時的演出","Оптимизация завершения волн","Zoptymalizuj końcówki fal","Optimizar el final de las oleadas","Otimizar fim das ondas","Ende der Wellen optimieren","Hücum sonunu optimize et","Ottimizza la fine delle ondate"
"EFFECT_GAIN_STAT_FOR_EVERY_ENEMY","{0} {1} for every current living enemy [{4}]","{0} {1} pour tous les ennemis actuellement en vie [{4}]","目前每一个存活的敌人{0} {1}[{4}]","存在する敵1体につき一時的に {1} が {0} [{4}]","현재 살아있는 모든 적에게 {0} {1} [{4}]","當下每有一個存活的敵人，就能{0} {1}[{4}]","{0} {1} за каждого живого врага [{4}]","{0} {1} za każdego żyjącego wroga [{4}]","{0} de {1} por cada enemigo vivo [{4}]","{0} de {1} por cada inimigo vivo [{4}].","{0} {1} für jeden aktuellen Gegner, der lebt [{4}]","Hayattaki her düşman başına {0} {1} [{4}]","{0} {1} per ogni nemico attualmente in vita [{4}]."
"EFFECT_GOLD_WHILE_NOT_MOVING","{0} of your materials ({2} max) per second while standing still","{0} de vos matériaux ({2} max) par seconde tant que vous êtes immobile","当站立不动时，每秒钟{0}份材料（上限：{2}）","静止中、1秒ごとに {0} 個のマテリアルを得る（最大：{2}）","가만히 서 있을 때 초당 재료의 {0}(최대 {2}).","當站立不動時，素材（上限：{2}）將會每秒{0}","{0} к имеющимся материалам за секунду без движения. Максимум: {2}.","{0} twoich materiałów (maks. {2}) na sekundę, gdy stoisz w miejscu","{0} de tus materiales por segundo al no moverte (máx.: {2})","{0} de seus materiais (máx.: {2}) por segundo quando estiver imóvel.","{0} deiner Materialien (Max: {2}) pro Sekunde, wenn du dich nicht bewegst","Kıpırdamadan dururken saniyede {0} (maks. {2}) malzeme","{0} dei tuoi materiali (max {2}) al secondo mentre non ti muovi."
"EFFECT_GOLD_WHILE_MOVING","{0} of your materials ({2} max) per second while moving","{0} de vos matériaux ({2} max) par seconde tant que vous êtes en mouvement","当移动时，每秒钟{0}份材料（上限：{2}）","移動中、1秒ごとに {0} 個のマテリアルを得る（最大：{2}）","움직일 때 초당 재료의 {0}(최대 {2}).","當移動時，素材（上限：{2}）將會每秒{0}","{0} к имеющимся материалам за секунду в движении. Максимум: {2}.","{0} twoich materiałów (maks. {2}) na sekundę, gdy się poruszasz","{0} de tus materiales por segundo al moverte. (máx.: {2})","{0} de seus materiais (máx.: {2}) por segundo quando estiver em movimento.","{0} deiner Materialien (Max: {2}) pro Sekunde, wenn du dich bewegst","Hareket ederken saniyede {0} (maks. {2}) malzeme","{0} dei tuoi materiali (max {2}) al secondo mentre ti muovi."
"EFFECT_STAT_WHILE_MOVING","{0} {1} while moving","{0} {1} tant que vous êtes en mouvement","当移动时{0}{1}","移動中、 {1}{0}","움직일 때 {0} {1}","當移動時，{0} {1}","{0} {1} во время движения.","{0} {1} podczas poruszania się","{0} de {1} al moverte","{0} de {1} em movimento.","{0} {1}, wenn du dich bewegst","Hareket ederken {0} {1}","{0} {1} mentre ti muovi."
"MENU_MODS","Mods","Mods","MOD","MOD","모드","模組","Модификации","Mody","Mods","Mods","Mods","Modlar","Mod"
"MENU_EDITOR","Editor","Éditeur","编辑器","エディタ","편집기","編輯器","Редактор","Edytor","Editor","Editor","Editor","Editör","Editor"
"MENU_WORKSHOP","Browse Workshop","Explorer le Workshop","浏览创意工坊","ワークショップを閲覧","워크숍 둘러보기","瀏覽工作坊","Мастерская","Przeglądaj Warsztat","Buscar en Taller","Acessar Oficina","Workshop durchsuchen","Atölyeye Göz At","Sfoglia Workshop"
"CHAL_HUNGRY","Hungry","Affamé","饥饿","腹ペコ","허기","飢餓","Голодный малый","Głodny","Hambre","Com fome","Hungrig","Aç","Fame"
"CHAL_HUNGRY_DESC","Pick up {0} consumables during a run","Ramassez {0} consommables durant une partie","在比赛期间回捡起{0}把武器","一周のうちに消費アイテムを {0} 個拾う","달리기 동안 {0}개 소모품을 획득합니다","比賽期間撿起{0}個消耗品","Подберите во время забега не менее {0} расходников.","Podnieś następującą liczbę znajdziek w jednej rozgrywce: {0}","Recoge {0} consumibles durante una partida","Colete {0} consumíveis em uma partida.","Sammle in einer Runde {0} Verbrauchsgegenstände","Bir koşu sırasında {0} tüketilebilir topla","Raccogli {0} materiali consumabili durante una partita."
"CHAL_ADVANCED_TECHNOLOGY","Advanced Technology","Technologie Avancée","高级科技","超ハイテク","첨단 기술","進階科技","Передовые технологии","Zaawansowana technologia","Tecnología avanzada","Tecnologia avançada","Fortgeschrittene Technologie","Gelişmiş Teknoloji","Alta tecnologia"
"CHAL_ADVANCED_TECHNOLOGY_DESC","Reach {0} {1} and get {2} structures at the same time","Atteignez {0} {1} et ayez {2} structures en même temps","达到{0}{1}的同时获得{2}个构筑物","{1} {0} に達すると同時に、建造物を{2}体獲得","{0} {1}에 도달하고 {2}개 건축물을 동시에 획득하세요","達到{0}{1}並同時取得{2}個結構物","Повысьте параметр «{1}» до {0} и установите не менее {2} построек в одном забеге.","Osiągnij {1} {0} i zdobądź struktury ({2}) w tym samym czasie","Alcanza {0} de {1} y obtén {2} estructuras al mismo tiempo","Consiga {0} de {1} e tenha {2} estruturas ao mesmo tempo.","Erreiche {0} {1} und besitze gleichzeitig {2} Konstruktionen","{0}{1} seviyesine ulaş ve aynı anda {2} yapı elde et","Arriva a {0} {1} mentre hai {2} strutture."
"CHAL_GIANT_SLAYER","Giant Slayer","Tueur de Géants","巨人屠夫","ジャイアントキリング","거인 살해자","巨薯屠殺者","Убийца великанов","Gigantyczny zabójca","Cazagigantes","Mata-gigantes","Riesenbezwinger","Dev Celladı","Ammazza-giganti"
"CHAL_GIANT_SLAYER_DESC","Kill a boss or an elite in less than {0} seconds","Tuez un boss ou un élite en moins de {0} secondes","在{0}秒内击杀一个头目或者一个精英怪","ボスかエリートを{0}秒未満で撃破","{0}초 미만 동안 보스 혹은 엘리트 하나를 죽이세요","於{0}秒內殺掉頭目或菁英怪","Убейте босса или элитного врага менее чем за {0} сек.","Zabij bossa lub potwora elitarnego w mniej niż {0} s","Elimina a un jefe o élite en menos de {0} segundos","Mate um chefe ou um elite em menos de {0} segundos.","Töte einen Boss oder Elitegegner in weniger als {0} Sekunden","{0} saniyeden kısa sürede bir boss veya elit öldür","Uccidi un boss o un miniboss in meno di {0} secondi."
"CHAL_ROBUST","Robust","Robuste","健硕","モリモリ","튼튼이","強健薯","Крепкий орешек","Mocny","Robusto","Resistente","Robust","Dirayetli","Robustezza"
"CHARACTER_GLUTTON","Glutton","Glouton","暴食","モグモグ","대식가","暴食薯","Проглот","Żarłok","Glotón","Glutão","Vielfraß","Obur","Mangione"
"CHARACTER_CYBORG","Cyborg","Cyborg","赛博格","サイボーグ","인조인간","改造薯","Киборг","Cyborg","Cíborg","Ciborgue","Cyborg","Cyborg","Cyborg"
"CHARACTER_JACK","Jack","Jack","杰克","ジャック","잭","傑克","Джек","Jack","Jack","Jack","Jack","Huysuz","Jack"
"CHARACTER_LICH","Lich","Liche","巫妖","リッチ","리치","巫妖","Лич","Lisz","Liche","Lich","Lich","Zebani","Lich"
"ITEM_BLOODY_HAND","Bloody Hand","Main Ensanglantée","血淋淋的手","血まみれの手","피투성이 손","血腥之手","Кровавая рука","Krwawa Ręka","Mano ensangrentada","Mão Sangrenta","Blutige Hand","Kanlı El","Mano insanguinata"
"ITEM_EXTRA_STOMACH","Extra Stomach","Estomac d’Appoint","另一个胃","胃重複症 ","추가 위장","第二個胃","Лишний желудок","Dodatkowy Żołądek","Estómago adicional","Estômago Extra","Extra-Magen","Ekstra Mide","Stomaco di riserva"
"ITEM_SPICY_SAUCE","Spicy Sauce","Sauce Épicée","辣酱","タバスコ","매운 양념","辣醬","Острый соус","Ostry Sos","Salsa picante","Molho Picante","Scharfe Soße","Acı Sos","Salsa piccante"
"ITEM_TENTACLE","Tentacle","Tentacule","触手","触手","촉수","觸手","Щупальце","Macka","Tentáculo","Tentáculo","Tentakel","Dokunaç","Tentacolo"
"ITEM_SILVER_BULLET","Silver Bullet","Balle en Argent","银质子弹","銀の弾丸","은탄환","銀色子彈","Серебряная пуля","Srebrna Kula","Bala de plata","Bala de Prata","Silberkugel","Gümüş Mermi","Pallottola d'argento"
"ITEM_BAIT","Bait","Appât","诱饵","ルアー","미끼","誘餌","Наживка","Przynęta","Cebo","Isca","Köder","Yem","Esca"
"ITEM_PEACOCK","Peacock","Paon","孔雀","孔雀","공작새","孔雀","Павлин","Paw","Pavo real","Pavão","Pfau","Tavus Kuşu","Pavone"
"ITEM_LUCKY_COIN","Lucky Coin","Pièce Porte-Bonheur","幸运硬币","ラッキーコイン","행운의 동전","幸運硬幣","Счастливая монетка","Szczęśliwa Moneta","Moneda de la suerte","Moeda da Sorte","Glückspfennig","Şanslı Madalyon","Moneta portafortuna"
"ITEM_ADRENALINE","Adrenaline","Adrénaline","肾上腺素","アドレナリン注射","아드레날린","腎上腺素","Адреналин","Adrenalina","Adrenalina","Adrenalina","Adrenalin","Adrenalin","Adrenalina"
"ITEM_RIPOSTE","Riposte","Riposte","反击","反撃","반격","還擊器","Ответный удар","Riposta","Contraataque","Retaliação","Riposte","Atak","Risposta"
"ITEM_GARDEN","Garden","Jardin","花园","箱庭","정원","花園","Сад","Ogród","Jardín","Jardim","Garten","Bahçe","Giardinetto"
"ITEM_IMPROVED_TOOLS","Improved Tools","Outils Améliorés","改进工具","改良型工具","향상된 도구","經改良的工具","Улучшенные инструменты","Ulepszone Narzędzia","Herramientas mejoradas","Ferramentas Aprimoradas","Besseres Werkzeug","Geliştirilmiş Aletler","Strumenti migliorati"
"ITEM_GIANT_BELT","Giant Belt","Ceinture de Géant","巨型带","巨人のベルト","거인 벨트","巨薯腰帶","Пояс гиганта","Gigantyczny Pas","Cinturón gigante","Cinto Gigante","Riesengürtel","Devasa Kemer","Cintura gigante"
"WEAPON_REVOLVER","Revolver","Revolver","左轮手枪","リボルバー","리볼버","左輪手槍","Револьвер","Rewolwer","Revólver","Revólver","Revolver","Tabanca","Rivoltella"
"WEAPON_JOUSTING_LANCE","Jousting Lance","Lance de Joute","长矛","突撃槍","마상 창","騎槍","Турнирное копье","Lanca","Lanza de justa","Lança de Justa","Turnierlanze","Atlı Düello Mızrağı","Lancia da giostra"
"WEAPON_PRUNER","Pruner","Sécateur","修枝剪刀","剪定バサミ","원예 가위","樹枝剪","Секатор","Nożyce Ogrodowe","Podadora","Tesoura de Poda","Gartenschere","Budayıcı","Cesoie"
"EFFECT_DEAL_DMG_WHEN_HEAL","{0} chance to deal {1} ({2}) damage to a random enemy when you heal","{0} de chance d'infliger {1} ({2}) dégâts à un ennemi aléatoire lorsque vous vous soignez","在治疗时有{0}概率对随机1名敌人造成{1}（{2}）伤害","回復時に{0}の確率でランダムな敵に{1}（{2}）のダメージを与える","치료할 때 랜덤 적에게 {0} 확률로 {1}({2}) 대미지를 가합니다","治癒時有{0}的機率隨機造成一個敵人{1}（{2}）的傷害","Шанс {0} при лечении нанести случайному врагу {1} ({2}) ед. урона.","{0} szans na zadanie {1} ({2}) pkt. obrażeń losowemu wrogowi podczas leczenia","{0} de probabilidad de causar {1} ({2}) de daño a un enemigo aleatorio al curar","{0} de chance de causar {1} ({2}) de dano a um inimigo aleatório ao curar-se.","Chance von {0}, einem zufälligen Gegner {1} ({2}) Schaden zuzufügen, wenn du dich heilst","Can yenilediğinde {0} olasılıkla rastgele bir düşmana {1} ({2}) hasar verirsin","{0} di probabilità di infliggere {1} ({2}) danni a un nemico a caso quando recuperi salute."
"EFFECT_DEAL_DMG_WHEN_DODGE","{0} chance to deal {1} ({2}) damage to an enemy when dodging their attack","{0} de chance d'infliger {1} ({2}) dégâts à un ennemi lorsque vous esquivez leur attaque","在躲避敌人攻击时有{0}概率对随机1名敌人造成{1}（{2}）伤害","回避時に{0}の確率で攻撃した敵に{1}（{2}）のダメージを与える","적의 공격을 피할 때 하나의 적에게 {0} 확률로 {1}({2}) 대미지를 가합니다","迴避某一敵人的攻擊時有{0}的機率造成該敵人{1}（{2}）的傷害","Шанс {0} при уклонении от атаки нанести врагу {1} ({2}) ед. урона.","{0} szans na zadanie {1} ({2}) pkt. obrażeń wrogowi podczas unikania jego ataku","{0} de probabilidad de causar {1} ({2}) de daño a un enemigo aleatorio al esquivar su ataque","{0} de chance de causar {1} ({2}) de dano a um inimigo aleatório ao desviar do ataque dele.","Chance von {0}, einem Gegner {1} ({2}) Schaden zuzufügen, wenn du seinem Angriff ausweichst","Düşmanın saldırısından kaçındığında {0} olasılıkla düşmana {1} ({2}) hasar verirsin","{0} di probabilità di infliggere {1} ({2}) danni a un nemico quando ne schivi l'attacco."
"EFFECT_HEAL_WHEN_DODGE","{0} chance to heal {1} HP when dodging an attack","{0} de chance de récupérer {1} PV lorsque vous esquivez une attaque","在躲避攻击时有{0}几率恢复{1}点生命值","回避時に{0}の確率でHPを{1}回復","공격을 피할 때 {0} 확률로 {1}만큼 치료합니다","迴避攻擊時有{0}的機率治癒{1}HP","Шанс {0} при уклонении от атаки восстановить {1} ОЗ.","{0} szans na odzyskanie {1} PZ podczas wykonywania uniku","{0} de probabilidad de recuperar {1} PS al esquivar un ataque","{0} de chance de recuperar {1} PV ao desviar de um ataque.","Chance von {0}, {1} HP zu heilen, wenn du einem Angriff ausweichst","Düşmanın saldırısından kaçındığında {0} olasılıkla {1} HP yenilersin","{0} di probabilità di recuperare {1} PS quando schivi un attacco."
"EFFECT_EXTRA_ENEMIES_NEXT_WAVE","Special enemies appear at the beginning of the next wave","Des ennemis spéciaux apparaissent au début de la prochaine vague","下场敌袭一开始会出现特殊敌人","次のウェーブ開始時に特殊な敵が出現","특별한 적이 다음 웨이브의 시작에 나타납니다","特殊敵人會在下一波敵襲的一開始出現","В начале следующей волны появятся особые враги.","Specjalni wrogowie pojawiają się na początku kolejnej fali","Aparecen enemigos especiales al comienzo de la oleada siguiente","Inimigos especiais aparecem no início da próxima onda.","Zu Beginn der nächsten Welle erscheinen besondere Gegner","Sonraki hücumun başlangıcında özel düşmanlar ortaya çıkar","Dei nemici speciali compaiono all'inizio dell'ondata successiva."
"EFFECT_STAT_NEXT_WAVE","{0} {1} during the next wave","{0} {1} durant la prochaine vague","下场敌袭期间{0} {1}","次のウェーブ中、{1} {0}","다음 웨이브 동안 {0} {1}","下一波敵襲中{0}{1}","{0} к параметру «{1}» во время следующей волны.","{1} {0} podczas kolejnej fali","{0} de {1} durante la oleada siguiente","{0} de {1} durante a próxima onda.","{0} {1} während der nächsten Welle","Sonraki hücumda {0} {1} sağlanır","{0} {1} durante l'ondata successiva."
"ENEMY_SPEED","% Enemy Speed","% Vitesse des Ennemis","%敌人速度","敵の移動速度(%)","% 적 속도","%敵人速度","% скорости врагов","% szybkości wroga","% de vel. de enemigos","% de velocidade dos inimigos","% Gegnertempo","% Düşman Hızı","% velocità nemici"
"ENEMY_HEALTH","% Enemy health","% Santé des ennemis","%敌人生命值","敵のHP(%)","% 적 체력","%敵人生命值","% здоровья врагов","% zdrowia wroga","% de salud de enemigos","% de vida dos inimigos","% Gegnerleben","% Düşman sağlığı","% salute nemici"
"ENEMY_DAMAGE","% Enemy damage","% Dégâts des ennemis","%敌人伤害","敵のダメージ(%)","% 적 대미지","%敵人傷害","% урона врагов","% obrażeń wroga","% de daño de enemigos","% de dano dos inimigos","% Gegnerschaden","% Düşman hasarı","% danni nemici"
"EFFECT_DAMAGE_AGAINST_BOSSES","{0} damage against bosses and elites","{0} dégâts contre les boss et les élites","对头目和精英怪造成{0}伤害","ボスとエリートに対する最終ダメージ {0}","보스 및 엘리트를 상대로 {0} 대미지","對頭目及菁英怪造成{0}傷害","{0} урона боссам и элитным врагам.","{0} pkt. obrażeń przeciwko bossom i potworom elitarnym","{0} de daño frente a jefes y élites","{0} de dano contra chefes e elites.","{0} Schaden gegen Bosse und Elitegegner","Bosslara ve elitlere karşı {0} hasar","{0} danni contro boss e miniboss."
"EFFECT_CONSUMABLE_STAT_WHILE_MAX","{0} {1} when picking up a consumable while at maximum health","{0} {1} lorsque vous ramassez un consommable en étant en pleine santé","当在最大生命值下捡起一个消耗品时{0}{1}","HP最大時に消費アイテムを拾うと{1} {0}","체력이 최대일 때 소모품을 획득하면 {0} {1}","在生命值達上限的狀態下撿起消耗品時{0}{1}","{0} к параметру «{1}», если вы подбираете расходник, когда у вас полное здоровье.","{1} {0} podczas podnoszenia znajdźki, jeśli masz pełne zdrowie","{0} de {1} al recoger un consumible con la salud al máximo","{0} de {1} ao coletar um consumível com a vida cheia.","{0} {1} beim Aufsammeln eines Verbrauchsgegenstands bei Max. HP","Maksimum sağlıktayken tüketilebilir toplarsan {0} {1} sağlanır","{0} {1} quando raccogli un materiale consumabile mentre hai la salute al massimo."
"EFFECT_CONSUMABLE_STAT_WHILE_MAX_LIMITED","{0} {1} when picking up a consumable while at maximum health (max {2} per wave)","{0} {1} lorsque vous ramassez un consommable en étant en pleine santé (max {2} par vague)","当在最大生命值下捡起一个消耗品时{0}{1}。每波最大值：{2}","最大HPで消費アイテムを拾うと、{0} {1}（ウェーブごとの最大値：{2}）","체력이 최대일 때 소모품을 획득하면 {0} {1}. 웨이브당 최대: {2}","在生命值達上限的狀態下撿起消耗品時{0}{1}。每波最大值：{2}","{0} к параметру «{1}», если вы подбираете расходник, когда у вас полное здоровье (максимум {2} за волну).","{1} {0} podczas podnoszenia znajdźki, jeśli masz pełne zdrowie. Maksymalna liczba na falę: {2}","{0} de {1} al recoger un consumible con la salud al máximo. Máx. por ola: {2}","{0} de {1} ao coletar um consumível com a vida cheia. Máx. por onda: {2}","{0} {1} beim Aufsammeln eines Verbrauchsgegenstands bei Max. HP. Max. pro Welle: {2}","Maksimum sağlıktayken tüketilebilir toplarsan {0} {1} sağlanır. Dalga başına maks.: {2}","{0} {1} quando raccogli un materiale consumabile mentre hai la salute al massimo. Massimo per ondata: {2}"
"EFFECT_EXPLODE_ON_CONSUMABLE","Consumables have a {0} chance to explode for {1} ({2}) damage when picked up","Les consommables ont {0} de chance d’exploser et d’infliger {1} ({2}) dégâts lorsque vous les ramassez","当捡起消耗品时有{0}概率爆炸，造成{1}（{2}）伤害","消費アイテムを拾うと{1}（{2}）のダメージを与える爆発が{0} の確率で発生する","소모품이 획득되었을 때 {0} 확률로 {1}({2})만큼의 대미지를 주며 폭발","消耗品被撿起時有{0}的機率會爆炸，並造成{1}（{2}）傷害","Расходники могут с шансом {0} взорваться при подборе и нанести {1} ({2}) ед. урона.","Znajdźki mają {0} szans na eksplodowanie i zadanie {1} ({2}) pkt. obrażeń przy podnoszeniu","Los consumibles tienen un {0} de probabilidad de explotar y causar {1} ({2}) de daño al recogerlos","Os consumíveis têm {0} de chance de explodir, causando {1} ({2}) de dano ao serem coletados.","Chance von {0}, dass Verbrauchsgegenstände beim Aufsammeln explodieren und {1} ({2}) Schaden verursachen","Tüketilebilir eşyalar toplanınca {0} olasılıkla patlayarak etrafına {1} ({2}) hasar verir","{0} di probabilità che i materiali consumabili esplodano quando li raccogli, infliggendo {1} ({2}) danni."
"EFFECT_HEAL_ON_CRIT_KILL","{0} chance to heal 1 HP when killing an enemy with a critical hit","{0} chance de récupérer 1 PV en tuant un ennemi avec un coup critique","暴击杀死敌人时有{0}概率治疗一点生命值","クリティカルヒットで敵を倒すと{0}の確率でHP1回復","치명타로 적을 처치할 때 {0} 확률로 1 HP 치료","當以爆擊殺死敵人時，有{0}的機率會治癒1HP","Шанс {0} восстановить 1 ОЗ при убийстве врага критическим ударом.","{0} szans na odzyskanie 1 PZ przy zabiciu przeciwnika trafieniem krytycznym","{0} de probabilidad de recuperar 1 PS al eliminar a un enemigo de un golpe crítico","{0} de chance de recuperar 1 PV ao eliminar um inimigo com um acerto crítico.","Chance von {0}, 1 HP zu heilen, wenn du einen Gegner mit einem kritischen Treffer tötest","Düşmanı kritik vuruşla öldürünce {0} olasılıkla 1 HP yenilersin","{0} di probabilità di recuperare 1 PS quando uccidi un nemico con un colpo critico."
"EFFECT_GARDEN","Spawns a garden that creates a fruit every {0} seconds","Génère un jardin qui crée un fruit toutes les {0} secondes","生成一个花园，每{0}秒可以结下一种水果","{0} 秒ごとにフルーツを生産する箱庭を生成","{0}초마다 과일 하나를 만드는 정원 생성","生成一座每{0}秒會製造出一個水果的花園","Создает сад, который плодоносит каждые {0} сек.","Umieszcza na mapie ogród, który tworzy owoc co {0} s","Crea un jardín que produce una fruta cada {0} segundos","Invoca um jardim que cria uma fruta a cada {0} segundos.","Spawnt einen Garten, der alle {0} Sekunden eine Frucht erzeugt","Her {0} saniyede bir meyve veren bir bahçe ortaya çıkarır","Crea un giardinetto che genera un frutto ogni {0} secondi."
"EFFECT_GIANT_CRIT_DAMAGE","Critical hits deal {0} of an enemy’s current health as bonus damage ({2} for bosses and elites)","Les coups critiques infligent {0} des points de vie actuels d’un ennemi de dégâts bonus ({2} pour les boss et les élites)","暴击造成敌人当前生命值的{0}以作为奖励伤害（头目和精英怪的{2}）","クリティカルヒット時、敵の現在HPの {0} をボーナスダメージとして付与（ボスとエリートの場合、{2}）","치명타가 적의 현재 체력의 {0}만큼을 보너스 대미지로 가합니다(보스 및 엘리트 상대로는 {2}만큼)","爆擊可施加敵人目前生命值的{0}額外傷害（遇頭目及菁英怪則為{2}）","Критические удары дополнительно наносят урон: {0} от текущего здоровья врага ({2} для боссов и элитных врагов).","Traf. kryt. zadają dodatkowe obrażenia równe {0} aktualnych PZ wroga ({2} dla bossów i pot. elit.)","Los golpes críticos causan un daño equivalente al {0} de la salud actual del enemigo como daño adicional ({2} para jefes y élites)","Acertos críticos causam dano bônus equivalente a {0} da vida atual do inimigo ({2} para chefes e elites).","Kritische Treffer verursachen {0} des aktuellen Gegnerlebens als Bonusschaden ({2} bei Bossen und Elitegegnern)","Kritik vuruşlar, düşmanın mevcut canının {0} oranında bonus hasar verir (boss ve elitler için {2})","I colpi critici infliggono un {0} dei PS attuali del nemico come danni aggiuntivi ({2} per boss e miniboss)."
